station_code,field,severity,description,raw_value,detected_at
ANU,station_code,MEDIUM,OGD station code 'ANU' not found in OSM dataset.,ANU,2026-09-06T11:41:48.843209
MVPM,station_code,MEDIUM,OGD station code 'MVPM' not found in OSM dataset.,MVPM,2026-09-06T11:41:48.843209
DC,station_code,MEDIUM,OGD station code 'DC' not found in OSM dataset.,DC,2026-09-06T11:41:48.843209
MCRD,station_code,MEDIUM,OGD station code 'MCRD' not found in OSM dataset.,MCRD,2026-09-06T11:41:48.843209
MTDM,station_code,MEDIUM,OGD station code 'MTDM' not found in OSM dataset.,MTDM,2026-09-06T11:41:48.843209
PCTM,station_code,MEDIUM,OGD station code 'PCTM' not found in OSM dataset.,PCTM,2026-09-06T11:41:48.843209
VNGL,station_code,MEDIUM,OGD station code 'VNGL' not found in OSM dataset.,VNGL,2026-09-06T11:41:48.843209
MKY,station_code,MEDIUM,OGD station code 'MKY' not found in OSM dataset.,MKY,2026-09-06T11:41:48.843209
JPM,station_code,MEDIUM,OGD station code 'JPM' not found in OSM dataset.,JPM,2026-09-06T11:41:48.843209
MUQ,station_code,MEDIUM,OGD station code 'MUQ' not found in OSM dataset.,MUQ,2026-09-06T11:41:48.843209
PAS,station_code,MEDIUM,OGD station code 'PAS' not found in OSM dataset.,PAS,2026-09-06T11:41:48.843209
CVD,station_name,LOW,Name matched by fuzzy substring (OGD='Chavadipalay' ~ OSM='Avadi'); verify manually.,,2026-09-06T11:41:48.852137
KNNT,station_code,MEDIUM,OGD station code 'KNNT' not found in OSM dataset.,KNNT,2026-09-06T11:41:48.852137
TNGR,station_code,MEDIUM,OGD station code 'TNGR' not found in OSM dataset.,TNGR,2026-09-06T11:41:48.852137
MY,station_code,MEDIUM,OGD station code 'MY' not found in OSM dataset.,MY,2026-09-06T11:41:48.852137
NPT,station_code,MEDIUM,OGD station code 'NPT' not found in OSM dataset.,NPT,2026-09-06T11:41:48.852137
TDR,station_code,MEDIUM,OGD station code 'TDR' not found in OSM dataset.,TDR,2026-09-06T11:41:48.852137
TRM,station_code,MEDIUM,OGD station code 'TRM' not found in OSM dataset.,TRM,2026-09-06T11:41:48.852137
DSM,station_code,MEDIUM,OGD station code 'DSM' not found in OSM dataset.,DSM,2026-09-06T11:41:48.852137
SWI,station_code,MEDIUM,OGD station code 'SWI' not found in OSM dataset.,SWI,2026-09-06T11:41:48.852137
ONR,station_code,MEDIUM,OGD station code 'ONR' not found in OSM dataset.,ONR,2026-09-06T11:41:48.852137
WEL,station_code,MEDIUM,OGD station code 'WEL' not found in OSM dataset.,WEL,2026-09-06T11:41:48.852137
AVK,station_code,MEDIUM,OGD station code 'AVK' not found in OSM dataset.,AVK,2026-09-06T11:41:48.852137
KXT,station_code,MEDIUM,OGD station code 'KXT' not found in OSM dataset.,KXT,2026-09-06T11:41:48.852137
LOV,station_code,MEDIUM,OGD station code 'LOV' not found in OSM dataset.,LOV,2026-09-06T11:41:48.853311
UAM,station_code,MEDIUM,OGD station code 'UAM' not found in OSM dataset.,UAM,2026-09-06T11:41:48.853311
KAY,station_code,MEDIUM,OGD station code 'KAY' not found in OSM dataset.,KAY,2026-09-06T11:41:48.853311
CMNR,station_code,MEDIUM,OGD station code 'CMNR' not found in OSM dataset.,CMNR,2026-09-06T11:41:48.853311
BDGP,station_code,MEDIUM,OGD station code 'BDGP' not found in OSM dataset.,BDGP,2026-09-06T11:41:48.853311
KRNU,station_code,MEDIUM,OGD station code 'KRNU' not found in OSM dataset.,KRNU,2026-09-06T11:41:48.853311
KVE,station_code,MEDIUM,OGD station code 'KVE' not found in OSM dataset.,KVE,2026-09-06T11:41:48.853311
NBU,station_code,MEDIUM,OGD station code 'NBU' not found in OSM dataset.,NBU,2026-09-06T11:41:48.853311
CGHD,station_code,MEDIUM,OGD station code 'CGHD' not found in OSM dataset.,CGHD,2026-09-06T11:41:48.853311
NTW,station_code,MEDIUM,OGD station code 'NTW' not found in OSM dataset.,NTW,2026-09-06T11:41:48.853311
SJPM,station_code,MEDIUM,OGD station code 'SJPM' not found in OSM dataset.,SJPM,2026-09-06T11:41:48.853311
TXM,station_code,MEDIUM,OGD station code 'TXM' not found in OSM dataset.,TXM,2026-09-06T11:41:48.853311
KDO,station_code,MEDIUM,OGD station code 'KDO' not found in OSM dataset.,KDO,2026-09-06T11:41:48.853311
AP,station_code,MEDIUM,OGD station code 'AP' not found in OSM dataset.,AP,2026-09-06T11:41:48.853311
CMJ,station_code,MEDIUM,OGD station code 'CMJ' not found in OSM dataset.,CMJ,2026-09-06T11:41:48.853311
SDVL,station_code,MEDIUM,OGD station code 'SDVL' not found in OSM dataset.,SDVL,2026-09-06T11:41:48.853311
SOLR,station_code,MEDIUM,OGD station code 'SOLR' not found in OSM dataset.,SOLR,2026-09-06T11:41:48.853311
TASA,station_code,MEDIUM,OGD station code 'TASA' not found in OSM dataset.,TASA,2026-09-06T11:41:48.853311
SIDP,station_code,MEDIUM,OGD station code 'SIDP' not found in OSM dataset.,SIDP,2026-09-06T11:41:48.853311
ACCI,station_code,MEDIUM,OGD station code 'ACCI' not found in OSM dataset.,ACCI,2026-09-06T11:41:48.853311
DSVS,station_code,MEDIUM,OGD station code 'DSVS' not found in OSM dataset.,DSVS,2026-09-06T11:41:48.853311
SIGA,station_code,MEDIUM,OGD station code 'SIGA' not found in OSM dataset.,SIGA,2026-09-06T11:41:48.853311
MVC,station_code,MEDIUM,OGD station code 'MVC' not found in OSM dataset.,MVC,2026-09-06T11:41:48.853311
ANC,station_code,MEDIUM,OGD station code 'ANC' not found in OSM dataset.,ANC,2026-09-06T11:41:48.853311
SRVN,station_code,MEDIUM,OGD station code 'SRVN' not found in OSM dataset.,SRVN,2026-09-06T11:41:48.853311
BRBL,station_code,MEDIUM,OGD station code 'BRBL' not found in OSM dataset.,BRBL,2026-09-06T11:41:48.853311
AKK,station_code,MEDIUM,OGD station code 'AKK' not found in OSM dataset.,AKK,2026-09-06T11:41:48.853311
HAH,station_code,MEDIUM,OGD station code 'HAH' not found in OSM dataset.,HAH,2026-09-06T11:41:48.853311
ARNH,station_code,MEDIUM,OGD station code 'ARNH' not found in OSM dataset.,ARNH,2026-09-06T11:41:48.853311
HPA,station_code,MEDIUM,OGD station code 'HPA' not found in OSM dataset.,HPA,2026-09-06T11:41:48.853311
DOY,station_code,MEDIUM,OGD station code 'DOY' not found in OSM dataset.,DOY,2026-09-06T11:41:48.853311
KLYH,station_code,MEDIUM,OGD station code 'KLYH' not found in OSM dataset.,KLYH,2026-09-06T11:41:48.853311
KJS,station_code,MEDIUM,OGD station code 'KJS' not found in OSM dataset.,KJS,2026-09-06T11:41:48.853311
BLGA,station_code,MEDIUM,OGD station code 'BLGA' not found in OSM dataset.,BLGA,2026-09-06T11:41:48.853311
KCLA,station_code,MEDIUM,OGD station code 'KCLA' not found in OSM dataset.,KCLA,2026-09-06T11:41:48.853311
ARU,station_code,MEDIUM,OGD station code 'ARU' not found in OSM dataset.,ARU,2026-09-06T11:41:48.853311
SPV,station_code,MEDIUM,OGD station code 'SPV' not found in OSM dataset.,SPV,2026-09-06T11:41:48.853311
KRNH,station_code,MEDIUM,OGD station code 'KRNH' not found in OSM dataset.,KRNH,2026-09-06T11:41:48.853311
MSS,station_code,MEDIUM,OGD station code 'MSS' not found in OSM dataset.,MSS,2026-09-06T11:41:48.853311
SMDT,station_code,MEDIUM,OGD station code 'SMDT' not found in OSM dataset.,SMDT,2026-09-06T11:41:48.853311
MPC,station_code,MEDIUM,OGD station code 'MPC' not found in OSM dataset.,MPC,2026-09-06T11:41:48.853311
SZV,station_name,LOW,Name matched by fuzzy substring (OGD='Sivadi' ~ OSM='Sivadi'); verify manually.,,2026-09-06T11:41:48.853311
PRNT,station_code,MEDIUM,OGD station code 'PRNT' not found in OSM dataset.,PRNT,2026-09-06T11:41:48.853311
KMLM,station_code,MEDIUM,OGD station code 'KMLM' not found in OSM dataset.,KMLM,2026-09-06T11:41:48.853311
HHT,station_code,MEDIUM,OGD station code 'HHT' not found in OSM dataset.,HHT,2026-09-06T11:41:48.853311
BGPA,station_code,MEDIUM,OGD station code 'BGPA' not found in OSM dataset.,BGPA,2026-09-06T11:41:48.853311
SHYP,station_code,MEDIUM,OGD station code 'SHYP' not found in OSM dataset.,SHYP,2026-09-06T11:41:48.857702
CMGR,station_code,MEDIUM,OGD station code 'CMGR' not found in OSM dataset.,CMGR,2026-09-06T11:41:48.857702
CHPD,station_code,MEDIUM,OGD station code 'CHPD' not found in OSM dataset.,CHPD,2026-09-06T11:41:48.857702
KVTA,station_code,MEDIUM,OGD station code 'KVTA' not found in OSM dataset.,KVTA,2026-09-06T11:41:48.858357
TZH,station_code,MEDIUM,OGD station code 'TZH' not found in OSM dataset.,TZH,2026-09-06T11:41:48.858808
PNPR,station_code,MEDIUM,OGD station code 'PNPR' not found in OSM dataset.,PNPR,2026-09-06T11:41:48.858808
TMPY,station_code,MEDIUM,OGD station code 'TMPY' not found in OSM dataset.,TMPY,2026-09-06T11:41:48.859407
KAVR,station_code,MEDIUM,OGD station code 'KAVR' not found in OSM dataset.,KAVR,2026-09-06T11:41:48.859407
TRVZ,station_code,MEDIUM,OGD station code 'TRVZ' not found in OSM dataset.,TRVZ,2026-09-06T11:41:48.859407
VAY,station_code,MEDIUM,OGD station code 'VAY' not found in OSM dataset.,VAY,2026-09-06T11:41:48.859407
EZP,station_code,MEDIUM,OGD station code 'EZP' not found in OSM dataset.,EZP,2026-09-06T11:41:48.859407
AROR,station_code,MEDIUM,OGD station code 'AROR' not found in OSM dataset.,AROR,2026-09-06T11:41:48.859407
KUMM,station_code,MEDIUM,OGD station code 'KUMM' not found in OSM dataset.,KUMM,2026-09-06T11:41:48.859407
VRLR,station_code,MEDIUM,OGD station code 'VRLR' not found in OSM dataset.,VRLR,2026-09-06T11:41:48.859407
AMVA,station_code,MEDIUM,OGD station code 'AMVA' not found in OSM dataset.,AMVA,2026-09-06T11:41:48.859407
BRAM,station_code,MEDIUM,OGD station code 'BRAM' not found in OSM dataset.,BRAM,2026-09-06T11:41:48.859407
NEM,station_code,MEDIUM,OGD station code 'NEM' not found in OSM dataset.,NEM,2026-09-06T11:41:48.859407
VELI,station_code,MEDIUM,OGD station code 'VELI' not found in OSM dataset.,VELI,2026-09-06T11:41:48.859407
KXP,station_code,MEDIUM,OGD station code 'KXP' not found in OSM dataset.,KXP,2026-09-06T11:41:48.859407
PGZ,station_code,MEDIUM,OGD station code 'PGZ' not found in OSM dataset.,PGZ,2026-09-06T11:41:48.859407
AMY,station_code,MEDIUM,OGD station code 'AMY' not found in OSM dataset.,AMY,2026-09-06T11:41:48.859407
EVA,station_code,MEDIUM,OGD station code 'EVA' not found in OSM dataset.,EVA,2026-09-06T11:41:48.859407
KFI,station_code,MEDIUM,OGD station code 'KFI' not found in OSM dataset.,KFI,2026-09-06T11:41:48.859407
IRP,station_code,MEDIUM,OGD station code 'IRP' not found in OSM dataset.,IRP,2026-09-06T11:41:48.859407
CGV,station_code,MEDIUM,OGD station code 'CGV' not found in OSM dataset.,CGV,2026-09-06T11:41:48.859407
THX,station_code,MEDIUM,OGD station code 'THX' not found in OSM dataset.,THX,2026-09-06T11:41:48.859407
SGLM,station_code,MEDIUM,OGD station code 'SGLM' not found in OSM dataset.,SGLM,2026-09-06T11:41:48.859407
MP,station_code,MEDIUM,OGD station code 'MP' not found in OSM dataset.,MP,2026-09-06T11:41:48.859407
TAY,station_code,MEDIUM,OGD station code 'TAY' not found in OSM dataset.,TAY,2026-09-06T11:41:48.859407
SNO,station_code,MEDIUM,OGD station code 'SNO' not found in OSM dataset.,SNO,2026-09-06T11:41:48.863041
SHI,station_code,MEDIUM,OGD station code 'SHI' not found in OSM dataset.,SHI,2026-09-06T11:41:48.863041
SUU,station_code,MEDIUM,OGD station code 'SUU' not found in OSM dataset.,SUU,2026-09-06T11:41:48.863041
VNJ,station_code,MEDIUM,OGD station code 'VNJ' not found in OSM dataset.,VNJ,2026-09-06T11:41:48.863041
VZ,station_code,MEDIUM,OGD station code 'VZ' not found in OSM dataset.,VZ,2026-09-06T11:41:48.863041
IGR,station_code,MEDIUM,OGD station code 'IGR' not found in OSM dataset.,IGR,2026-09-06T11:41:48.863041
PY,station_code,MEDIUM,OGD station code 'PY' not found in OSM dataset.,PY,2026-09-06T11:41:48.863041
TPM,station_code,MEDIUM,OGD station code 'TPM' not found in OSM dataset.,TPM,2026-09-06T11:41:48.863041
NRK,station_code,MEDIUM,OGD station code 'NRK' not found in OSM dataset.,NRK,2026-09-06T11:41:48.863041
GDN,station_code,MEDIUM,OGD station code 'GDN' not found in OSM dataset.,GDN,2026-09-06T11:41:48.863041
MDKI,station_code,MEDIUM,OGD station code 'MDKI' not found in OSM dataset.,MDKI,2026-09-06T11:41:48.863041
ETMD,station_code,MEDIUM,OGD station code 'ETMD' not found in OSM dataset.,ETMD,2026-09-06T11:41:48.863041
WRA,station_code,MEDIUM,OGD station code 'WRA' not found in OSM dataset.,WRA,2026-09-06T11:41:48.863041
KJKD,station_code,MEDIUM,OGD station code 'KJKD' not found in OSM dataset.,KJKD,2026-09-06T11:41:48.863041
PLL,station_code,MEDIUM,OGD station code 'PLL' not found in OSM dataset.,PLL,2026-09-06T11:41:48.863041
MNY,station_code,MEDIUM,OGD station code 'MNY' not found in OSM dataset.,MNY,2026-09-06T11:41:48.863041
LDY,station_code,MEDIUM,OGD station code 'LDY' not found in OSM dataset.,LDY,2026-09-06T11:41:48.863041
PLPM,station_code,MEDIUM,OGD station code 'PLPM' not found in OSM dataset.,PLPM,2026-09-06T11:41:48.863041
MNUR,station_name,LOW,Name matched by fuzzy substring (OGD='Mannanur' ~ OSM='Annanur'); verify manually.,,2026-09-06T11:41:48.863041
PUM,station_code,MEDIUM,OGD station code 'PUM' not found in OSM dataset.,PUM,2026-09-06T11:41:48.863041
KUL,station_code,MEDIUM,OGD station code 'KUL' not found in OSM dataset.,KUL,2026-09-06T11:41:48.863041
NAU,station_code,MEDIUM,OGD station code 'NAU' not found in OSM dataset.,NAU,2026-09-06T11:41:48.863041
MUKE,station_code,MEDIUM,OGD station code 'MUKE' not found in OSM dataset.,MUKE,2026-09-06T11:41:48.863041
CQL,station_code,MEDIUM,OGD station code 'CQL' not found in OSM dataset.,CQL,2026-09-06T11:41:48.863041
PPNS,station_code,MEDIUM,OGD station code 'PPNS' not found in OSM dataset.,PPNS,2026-09-06T11:41:48.863041
KLAD,station_code,MEDIUM,OGD station code 'KLAD' not found in OSM dataset.,KLAD,2026-09-06T11:41:48.863041
KIF,station_name,LOW,Name matched by fuzzy substring (OGD='Kuri' ~ OSM='Kurinjipadi'); verify manually.,,2026-09-06T11:41:48.865852
KFV,station_code,MEDIUM,OGD station code 'KFV' not found in OSM dataset.,KFV,2026-09-06T11:41:48.865852
CTPE,station_code,MEDIUM,OGD station code 'CTPE' not found in OSM dataset.,CTPE,2026-09-06T11:41:48.865852
EDN,station_code,MEDIUM,OGD station code 'EDN' not found in OSM dataset.,EDN,2026-09-06T11:41:48.865852
VTK,station_code,MEDIUM,OGD station code 'VTK' not found in OSM dataset.,VTK,2026-09-06T11:41:48.865852
MUC,station_code,MEDIUM,OGD station code 'MUC' not found in OSM dataset.,MUC,2026-09-06T11:41:48.865852
MGK,station_code,MEDIUM,OGD station code 'MGK' not found in OSM dataset.,MGK,2026-09-06T11:41:48.865852
OLR,station_code,MEDIUM,OGD station code 'OLR' not found in OSM dataset.,OLR,2026-09-06T11:41:48.865852
NYI,station_code,MEDIUM,OGD station code 'NYI' not found in OSM dataset.,NYI,2026-09-06T11:41:48.866750
KRAN,station_code,MEDIUM,OGD station code 'KRAN' not found in OSM dataset.,KRAN,2026-09-06T11:41:48.866750
KUC,station_code,MEDIUM,OGD station code 'KUC' not found in OSM dataset.,KUC,2026-09-06T11:41:48.866750
CWR,station_code,MEDIUM,OGD station code 'CWR' not found in OSM dataset.,CWR,2026-09-06T11:41:48.866750
KLMR,station_code,MEDIUM,OGD station code 'KLMR' not found in OSM dataset.,KLMR,2026-09-06T11:41:48.866750
VDKS,station_code,MEDIUM,OGD station code 'VDKS' not found in OSM dataset.,VDKS,2026-09-06T11:41:48.866750
KZC,station_code,MEDIUM,OGD station code 'KZC' not found in OSM dataset.,KZC,2026-09-06T11:41:48.866750
TDPM,station_code,MEDIUM,OGD station code 'TDPM' not found in OSM dataset.,TDPM,2026-09-06T11:41:48.866750
KFE,station_code,MEDIUM,OGD station code 'KFE' not found in OSM dataset.,KFE,2026-09-06T11:41:48.866750
KPTM,station_code,MEDIUM,OGD station code 'KPTM' not found in OSM dataset.,KPTM,2026-09-06T11:41:48.866750
KDTY,station_code,MEDIUM,OGD station code 'KDTY' not found in OSM dataset.,KDTY,2026-09-06T11:41:48.866750
KFQ,station_code,MEDIUM,OGD station code 'KFQ' not found in OSM dataset.,KFQ,2026-09-06T11:41:48.866750
NLPD,station_code,MEDIUM,OGD station code 'NLPD' not found in OSM dataset.,NLPD,2026-09-06T11:41:48.866750
PRCA,station_code,MEDIUM,OGD station code 'PRCA' not found in OSM dataset.,PRCA,2026-09-06T11:41:48.866750
PPM,station_code,MEDIUM,OGD station code 'PPM' not found in OSM dataset.,PPM,2026-09-06T11:41:48.866750
NDPU,station_code,MEDIUM,OGD station code 'NDPU' not found in OSM dataset.,NDPU,2026-09-06T11:41:48.866750
STUR,station_code,MEDIUM,OGD station code 'STUR' not found in OSM dataset.,STUR,2026-09-06T11:41:48.866750
MUK,station_code,MEDIUM,OGD station code 'MUK' not found in OSM dataset.,MUK,2026-09-06T11:41:48.866750
SAB,station_code,MEDIUM,OGD station code 'SAB' not found in OSM dataset.,SAB,2026-09-06T11:41:48.866750
VLE,station_code,MEDIUM,OGD station code 'VLE' not found in OSM dataset.,VLE,2026-09-06T11:41:48.866750
SYM,station_code,MEDIUM,OGD station code 'SYM' not found in OSM dataset.,SYM,2026-09-06T11:41:48.866750
CEM,station_code,MEDIUM,OGD station code 'CEM' not found in OSM dataset.,CEM,2026-09-06T11:41:48.866750
GKM,station_code,MEDIUM,OGD station code 'GKM' not found in OSM dataset.,GKM,2026-09-06T11:41:48.866750
POO,station_code,MEDIUM,OGD station code 'POO' not found in OSM dataset.,POO,2026-09-06T11:41:48.866750
GJJ,station_code,MEDIUM,OGD station code 'GJJ' not found in OSM dataset.,GJJ,2026-09-06T11:41:48.866750
JBK,station_code,MEDIUM,OGD station code 'JBK' not found in OSM dataset.,JBK,2026-09-06T11:41:48.866750
SDV,station_code,MEDIUM,OGD station code 'SDV' not found in OSM dataset.,SDV,2026-09-06T11:41:48.866750
GMA,station_code,MEDIUM,OGD station code 'GMA' not found in OSM dataset.,GMA,2026-09-06T11:41:48.866750
KSTE,station_code,MEDIUM,OGD station code 'KSTE' not found in OSM dataset.,KSTE,2026-09-06T11:41:48.866750
CMZ,station_code,MEDIUM,OGD station code 'CMZ' not found in OSM dataset.,CMZ,2026-09-06T11:41:48.866750
GZL,station_code,MEDIUM,OGD station code 'GZL' not found in OSM dataset.,GZL,2026-09-06T11:41:48.866750
PNM,station_code,MEDIUM,OGD station code 'PNM' not found in OSM dataset.,PNM,2026-09-06T11:41:48.866750
KEF,station_code,MEDIUM,OGD station code 'KEF' not found in OSM dataset.,KEF,2026-09-06T11:41:48.866750
RGM,station_code,MEDIUM,OGD station code 'RGM' not found in OSM dataset.,RGM,2026-09-06T11:41:48.866750
MLK,station_code,MEDIUM,OGD station code 'MLK' not found in OSM dataset.,MLK,2026-09-06T11:41:48.866750
MYL,station_code,MEDIUM,OGD station code 'MYL' not found in OSM dataset.,MYL,2026-09-06T11:41:48.866750
LMD,station_code,MEDIUM,OGD station code 'LMD' not found in OSM dataset.,LMD,2026-09-06T11:41:48.866750
EDD,station_code,MEDIUM,OGD station code 'EDD' not found in OSM dataset.,EDD,2026-09-06T11:41:48.866750
TGL,station_code,MEDIUM,OGD station code 'TGL' not found in OSM dataset.,TGL,2026-09-06T11:41:48.866750
MLGT,station_code,MEDIUM,OGD station code 'MLGT' not found in OSM dataset.,MLGT,2026-09-06T11:41:48.866750
BLL,station_code,MEDIUM,OGD station code 'BLL' not found in OSM dataset.,BLL,2026-09-06T11:41:48.866750
BNL,station_code,MEDIUM,OGD station code 'BNL' not found in OSM dataset.,BNL,2026-09-06T11:41:48.866750
VP,station_code,MEDIUM,OGD station code 'VP' not found in OSM dataset.,VP,2026-09-06T11:41:48.866750
HGI,station_code,MEDIUM,OGD station code 'HGI' not found in OSM dataset.,HGI,2026-09-06T11:41:48.866750
HDD,station_code,MEDIUM,OGD station code 'HDD' not found in OSM dataset.,HDD,2026-09-06T11:41:48.866750
CSDR,station_code,MEDIUM,OGD station code 'CSDR' not found in OSM dataset.,CSDR,2026-09-06T11:41:48.866750
RNN,station_code,MEDIUM,OGD station code 'RNN' not found in OSM dataset.,RNN,2026-09-06T11:41:48.866750
ORH,station_code,MEDIUM,OGD station code 'ORH' not found in OSM dataset.,ORH,2026-09-06T11:41:48.866750
MKL,station_code,MEDIUM,OGD station code 'MKL' not found in OSM dataset.,MKL,2026-09-06T11:41:48.866750
TDV,station_code,MEDIUM,OGD station code 'TDV' not found in OSM dataset.,TDV,2026-09-06T11:41:48.866750
SMWA,station_code,MEDIUM,OGD station code 'SMWA' not found in OSM dataset.,SMWA,2026-09-06T11:41:48.866750
VWA,station_code,MEDIUM,OGD station code 'VWA' not found in OSM dataset.,VWA,2026-09-06T11:41:48.866750
DPE,station_code,MEDIUM,OGD station code 'DPE' not found in OSM dataset.,DPE,2026-09-06T11:41:48.866750
MLU,station_code,MEDIUM,OGD station code 'MLU' not found in OSM dataset.,MLU,2026-09-06T11:41:48.866750
CPL,station_code,MEDIUM,OGD station code 'CPL' not found in OSM dataset.,CPL,2026-09-06T11:41:48.866750
NRYP,station_code,MEDIUM,OGD station code 'NRYP' not found in OSM dataset.,NRYP,2026-09-06T11:41:48.866750
