task_id,severity_class,overdue_days,traffic_density_class,deferred_count,actual_priority_rank
TDMS_TASK_010553,A,16,Critical Peak,2,81.77
TDMS_TASK_008236,B,22,Low,0,52.95
SMMS_TASK_002151,A,12,Critical Peak,5,90.52
TMS_TASK_029986,A,26,Medium,3,91.9
TDMS_TASK_016345,A,29,Medium,4,98.43
TDMS_TASK_006782,B,8,Low,4,57.74
TDMS_TASK_001337,B,5,Medium,4,51.38
TMS_TASK_003830,B,23,High,0,62.64
SMMS_TASK_017820,C,23,Critical Peak,1,53.81
TDMS_TASK_024148,A,38,Critical Peak,5,100.0
TDMS_TASK_000680,C,9,Critical Peak,1,41.52
SMMS_TASK_015572,C,14,High,4,52.78
TDMS_TASK_021497,C,39,Medium,0,43.48
SMMS_TASK_006858,C,1,High,4,40.35
TMS_TASK_011904,B,9,High,5,69.11
TMS_TASK_026934,C,34,Critical Peak,0,51.25
TDMS_TASK_006314,A,41,Critical Peak,1,91.5
TDMS_TASK_006308,C,23,Medium,3,52.12
SMMS_TASK_020414,B,23,Critical Peak,4,76.2
TMS_TASK_016410,C,29,Low,1,54.89
TDMS_TASK_007978,C,16,Medium,1,34.81
SMMS_TASK_021616,A,18,Low,0,67.06
TDMS_TASK_016705,B,0,Critical Peak,5,58.88
TMS_TASK_029148,C,35,Low,0,46.44
TDMS_TASK_002876,C,30,Critical Peak,1,62.57
SMMS_TASK_001290,B,31,Critical Peak,3,86.87
TMS_TASK_011286,A,22,Low,3,85.92
TMS_TASK_018146,C,25,High,5,70.3
SMMS_TASK_009423,C,2,Low,2,17.9
TMS_TASK_012904,B,10,Medium,0,44.11
TMS_TASK_017915,B,39,High,1,75.3
TMS_TASK_009869,B,12,Medium,5,64.78
TMS_TASK_005280,B,4,Low,4,53.72
SMMS_TASK_023082,C,37,Low,4,63.13
TMS_TASK_001304,C,37,High,4,72.04
SMMS_TASK_024013,B,11,Critical Peak,4,67.88
TMS_TASK_027257,B,14,Low,1,50.98
SMMS_TASK_012495,A,41,Medium,3,94.96
SMMS_TASK_019766,B,24,Low,0,58.93
SMMS_TASK_024519,B,39,Medium,2,70.27
SMMS_TASK_016475,B,2,High,3,50.59
TDMS_TASK_020749,B,23,Medium,3,67.86
SMMS_TASK_015568,B,10,High,4,64.05
TMS_TASK_005317,B,22,Critical Peak,5,85.22
TDMS_TASK_024548,B,44,Medium,2,72.08
TDMS_TASK_005730,B,41,High,2,77.74
SMMS_TASK_005804,A,33,Medium,1,91.4
TDMS_TASK_014917,A,41,Critical Peak,5,100.0
SMMS_TASK_015036,B,6,Medium,3,49.66
TDMS_TASK_003820,A,29,Low,4,99.51
SMMS_TASK_018428,A,37,Medium,2,94.33
SMMS_TASK_016697,A,12,High,4,80.82
TDMS_TASK_014966,A,11,Critical Peak,3,87.95
SMMS_TASK_003941,A,38,Medium,5,100.0
TDMS_TASK_020837,C,11,Medium,5,47.85
TMS_TASK_014183,B,40,High,4,88.41
SMMS_TASK_015018,B,42,High,5,90.26
TMS_TASK_007697,B,13,Low,5,65.98
SMMS_TASK_022680,B,15,Low,2,56.84
SMMS_TASK_006098,B,10,Critical Peak,0,48.28
TMS_TASK_029299,A,26,High,4,97.48
TMS_TASK_009261,C,40,High,0,52.55
SMMS_TASK_008348,A,3,Low,4,68.54
TDMS_TASK_008703,C,21,High,2,59.25
TDMS_TASK_009202,A,2,Medium,3,65.67
SMMS_TASK_002378,B,6,High,0,37.79
TMS_TASK_017010,B,22,Low,5,74.49
SMMS_TASK_003860,A,42,Medium,1,87.77
SMMS_TASK_017535,C,16,High,2,48.35
TDMS_TASK_009603,C,5,Low,5,41.39
TMS_TASK_004648,B,15,Medium,3,60.59
SMMS_TASK_000117,B,15,High,5,70.47
SMMS_TASK_012322,B,36,High,1,70.58
TMS_TASK_005464,B,41,Critical Peak,0,77.19
TMS_TASK_017175,A,5,Critical Peak,1,70.35
TMS_TASK_012656,B,14,High,0,44.06
TDMS_TASK_001346,A,1,Critical Peak,2,70.8
SMMS_TASK_013934,C,8,High,4,48.77
SMMS_TASK_023339,C,0,Critical Peak,0,26.32
TDMS_TASK_009048,C,35,Medium,5,72.37
TDMS_TASK_015878,B,19,Medium,4,65.86
TDMS_TASK_015513,A,26,Low,3,95.28
SMMS_TASK_006622,B,16,Critical Peak,3,71.11
TDMS_TASK_012385,C,22,Medium,4,54.35
SMMS_TASK_020922,A,35,High,0,87.03
SMMS_TASK_008773,C,30,Low,5,72.71
TDMS_TASK_007616,C,35,Medium,1,52.68
TMS_TASK_022030,B,29,Medium,1,68.99
TMS_TASK_019311,A,4,Critical Peak,0,63.41
TMS_TASK_003241,A,41,Low,1,85.87
TDMS_TASK_017602,B,39,Low,4,78.42
TDMS_TASK_009472,C,39,High,2,58.61
TMS_TASK_022462,B,41,Low,4,81.92
TDMS_TASK_000525,B,44,High,4,86.41
TMS_TASK_000728,C,26,Medium,0,44.99
TMS_TASK_000983,B,11,Medium,4,59.15
TMS_TASK_009946,B,18,Medium,5,70.22
TDMS_TASK_019338,C,34,Critical Peak,5,79.77
SMMS_TASK_014069,C,16,High,3,48.7
TMS_TASK_011151,B,28,Medium,3,73.29
TMS_TASK_023584,C,29,Medium,3,59.91
SMMS_TASK_002857,B,19,Low,4,67.24
TMS_TASK_025627,B,3,Low,2,44.24
TMS_TASK_026553,B,41,Low,2,78.1
TMS_TASK_006327,B,6,Critical Peak,1,52.6
TDMS_TASK_001979,C,15,Medium,2,38.74
TDMS_TASK_001910,B,17,Critical Peak,0,63.27
SMMS_TASK_020393,B,6,Medium,1,41.39
SMMS_TASK_009035,A,35,Medium,4,100.0
SMMS_TASK_017080,B,16,Medium,5,71.28
SMMS_TASK_021654,B,40,High,2,77.12
TDMS_TASK_022542,B,36,Low,3,75.58
TMS_TASK_024452,C,12,Critical Peak,3,57.53
SMMS_TASK_011675,A,25,Low,2,85.41
SMMS_TASK_022666,A,16,Critical Peak,0,76.51
TDMS_TASK_015520,B,1,Medium,4,48.43
TDMS_TASK_019431,A,29,Critical Peak,2,93.54
SMMS_TASK_005449,B,8,Low,5,63.72
SMMS_TASK_022733,B,11,Critical Peak,0,46.9
TMS_TASK_008072,B,31,Medium,0,64.76
SMMS_TASK_007384,A,35,Medium,5,100.0
TDMS_TASK_007565,B,15,Critical Peak,5,80.33
SMMS_TASK_018944,B,0,Medium,2,37.33
TDMS_TASK_000539,C,11,High,5,54.41
TDMS_TASK_012212,C,36,Medium,2,54.02
TMS_TASK_022467,A,43,High,2,94.39
TDMS_TASK_016195,B,11,Medium,1,48.22
TDMS_TASK_005898,B,11,Low,3,58.78
TMS_TASK_015291,A,21,Low,5,100.0
TDMS_TASK_019222,A,7,High,1,61.09
SMMS_TASK_009643,C,38,High,2,60.59
SMMS_TASK_008751,A,9,Medium,1,68.99
TDMS_TASK_016725,B,25,High,2,71.92
TMS_TASK_009583,B,23,Low,1,58.77
TMS_TASK_026035,B,11,High,1,51.97
SMMS_TASK_004135,B,5,Critical Peak,4,58.32
TMS_TASK_029810,B,2,Critical Peak,4,60.19
TMS_TASK_002841,C,15,Low,1,35.83
TMS_TASK_011224,B,9,Low,3,52.62
TMS_TASK_009921,C,28,High,3,62.36
SMMS_TASK_020870,C,37,Critical Peak,0,61.52
TMS_TASK_026545,B,35,Critical Peak,0,73.5
SMMS_TASK_021985,B,16,High,2,60.91
TMS_TASK_013039,B,23,Medium,0,48.63
TDMS_TASK_018187,A,44,Critical Peak,2,97.53
TMS_TASK_028842,A,24,Low,5,98.45
TDMS_TASK_016575,C,43,High,4,72.47
TMS_TASK_013651,B,3,Low,3,51.55
TDMS_TASK_012434,B,33,Critical Peak,0,79.01
TMS_TASK_006991,C,12,Critical Peak,1,37.45
SMMS_TASK_006083,C,11,Low,1,33.5
TDMS_TASK_004548,B,22,High,0,62.53
TMS_TASK_017285,B,11,Medium,3,56.61
TMS_TASK_016063,B,25,High,0,65.1
TDMS_TASK_005490,C,24,Critical Peak,4,67.71
TDMS_TASK_016923,B,16,Low,4,66.45
TMS_TASK_019583,A,18,Low,1,78.7
TMS_TASK_021671,B,33,High,4,86.59
TDMS_TASK_007878,C,13,Critical Peak,2,47.09
TDMS_TASK_006570,C,30,Low,2,58.94
SMMS_TASK_018982,C,38,Medium,4,66.98
SMMS_TASK_015797,C,11,Medium,2,40.81
TMS_TASK_003144,B,39,High,1,71.42
TDMS_TASK_005097,B,18,Medium,1,56.57
SMMS_TASK_015349,B,21,High,3,76.9
TMS_TASK_015279,B,20,High,0,58.56
TDMS_TASK_009954,C,21,High,0,38.14
TDMS_TASK_005059,B,33,Critical Peak,5,93.48
TDMS_TASK_005602,B,28,Medium,4,79.32
TDMS_TASK_023017,A,18,High,0,78.14
TMS_TASK_005363,A,4,Low,3,70.22
TMS_TASK_023492,B,17,Medium,2,56.13
TDMS_TASK_000111,B,20,Critical Peak,0,62.21
TMS_TASK_003825,B,32,Medium,0,63.2
SMMS_TASK_000631,C,11,Low,5,48.89
SMMS_TASK_021826,C,8,Medium,1,24.85
TDMS_TASK_020269,C,23,Low,4,59.33
TMS_TASK_007775,C,18,Low,0,35.63
TDMS_TASK_004916,B,6,Critical Peak,2,52.85
TMS_TASK_001232,B,32,Medium,2,68.09
TDMS_TASK_014168,B,1,Low,5,59.34
SMMS_TASK_015617,A,14,Medium,0,60.49
TDMS_TASK_004921,B,10,Medium,3,54.7
TMS_TASK_005606,C,38,Critical Peak,0,58.18
TMS_TASK_029789,B,15,Low,1,52.5
TMS_TASK_019997,B,35,Low,1,65.8
SMMS_TASK_014606,B,29,Low,0,63.59
SMMS_TASK_012957,C,17,Medium,5,54.13
TMS_TASK_025876,B,20,Medium,0,50.02
TDMS_TASK_012459,A,24,High,4,99.85
TMS_TASK_002178,C,16,Critical Peak,1,47.94
TMS_TASK_017187,C,40,Critical Peak,1,59.51
TDMS_TASK_015621,C,10,Low,0,23.24
TMS_TASK_022679,C,32,Medium,0,55.27
TMS_TASK_023322,A,13,Medium,4,82.54
SMMS_TASK_017096,C,25,Low,0,44.8
TMS_TASK_007760,C,43,Critical Peak,1,59.87
TDMS_TASK_000161,A,40,Low,5,100.0
SMMS_TASK_009816,B,27,Medium,2,66.29
SMMS_TASK_012399,A,36,High,4,100.0
SMMS_TASK_007875,C,20,Critical Peak,3,62.07
TMS_TASK_023475,B,12,High,3,65.32
SMMS_TASK_011466,B,21,Low,2,59.07
SMMS_TASK_020585,C,27,High,0,48.37
TDMS_TASK_000484,A,9,Critical Peak,2,79.25
TMS_TASK_000502,C,12,Critical Peak,4,57.88
TMS_TASK_025808,A,9,High,4,85.68
SMMS_TASK_001163,C,20,Low,1,39.8
TDMS_TASK_013757,A,34,High,3,98.36
TDMS_TASK_009677,B,24,Critical Peak,5,87.21
TMS_TASK_027308,B,40,Critical Peak,2,84.08
TMS_TASK_025163,B,6,Critical Peak,0,47.89
TMS_TASK_014403,A,28,Low,3,96.08
SMMS_TASK_023942,B,19,High,3,70.59
TMS_TASK_013066,B,29,Medium,4,80.63
TMS_TASK_012497,A,5,Medium,3,66.01
SMMS_TASK_013689,B,4,Critical Peak,1,47.11
TDMS_TASK_009285,B,18,High,4,74.1
TMS_TASK_020552,B,11,Critical Peak,1,61.29
SMMS_TASK_009445,C,43,Medium,5,70.89
TDMS_TASK_002297,C,27,Low,5,65.71
TDMS_TASK_019511,B,5,Low,3,44.06
SMMS_TASK_010681,B,11,Low,4,62.38
SMMS_TASK_023984,B,28,Medium,3,72.18
TDMS_TASK_015480,C,11,Medium,1,32.7
SMMS_TASK_017392,B,31,Low,1,66.91
TDMS_TASK_021473,B,31,Critical Peak,0,74.65
SMMS_TASK_010886,C,35,Medium,2,52.4
SMMS_TASK_010274,C,36,High,2,61.91
TMS_TASK_006724,A,13,Medium,1,73.35
TMS_TASK_020038,A,18,Critical Peak,5,100.0
TDMS_TASK_006625,B,40,Medium,1,63.83
TDMS_TASK_007110,A,2,Medium,2,55.28
TDMS_TASK_005991,B,7,Medium,1,39.07
SMMS_TASK_023411,A,24,Medium,1,79.02
TDMS_TASK_019782,B,14,Medium,5,68.37
SMMS_TASK_001242,B,5,Critical Peak,1,51.37
SMMS_TASK_023097,B,22,Critical Peak,5,88.13
TDMS_TASK_011967,B,17,Medium,2,59.47
TDMS_TASK_020043,B,22,High,0,55.71
TMS_TASK_017529,B,13,Low,4,58.89
SMMS_TASK_001783,C,5,Low,1,24.78
SMMS_TASK_015581,B,41,High,3,82.33
SMMS_TASK_020907,C,35,Low,1,51.25
TDMS_TASK_005367,C,6,Low,4,32.89
SMMS_TASK_021145,B,14,Critical Peak,0,55.77
SMMS_TASK_012415,C,26,High,2,56.52
SMMS_TASK_014867,C,29,Medium,5,69.24
TMS_TASK_014712,A,14,Medium,2,73.71
TDMS_TASK_000716,B,39,High,5,88.85
SMMS_TASK_019283,B,4,High,2,52.61
SMMS_TASK_009207,C,38,Medium,3,58.5
SMMS_TASK_019144,C,0,High,3,34.24
TDMS_TASK_006396,B,7,Low,0,36.17
TMS_TASK_025692,B,23,Low,0,55.2
TDMS_TASK_008254,A,35,Medium,5,100.0
TMS_TASK_019111,B,2,Critical Peak,5,64.42
TMS_TASK_023523,C,26,Medium,1,45.44
SMMS_TASK_018369,C,0,High,4,33.68
TMS_TASK_012546,B,14,Low,2,59.89
SMMS_TASK_007706,C,16,Low,4,48.52
TDMS_TASK_013897,A,44,Low,5,100.0
TDMS_TASK_002117,B,18,High,2,63.05
SMMS_TASK_013047,B,3,Critical Peak,2,51.03
SMMS_TASK_012784,B,16,Low,0,55.15
TDMS_TASK_012505,B,17,Low,3,63.02
SMMS_TASK_000650,A,14,Critical Peak,4,86.69
SMMS_TASK_007254,C,22,High,3,57.43
SMMS_TASK_017094,A,20,High,0,83.96
TDMS_TASK_012156,A,22,Critical Peak,5,100.0
SMMS_TASK_020803,C,34,Medium,3,61.04
TDMS_TASK_012950,B,18,Medium,3,61.43
SMMS_TASK_023681,B,13,Critical Peak,0,54.58
SMMS_TASK_009239,A,12,Medium,0,53.12
TMS_TASK_004850,A,17,Critical Peak,0,78.67
TMS_TASK_007628,A,44,Low,3,96.95
TDMS_TASK_003564,B,20,Low,0,49.35
TDMS_TASK_001205,B,13,Medium,4,63.7
TMS_TASK_017963,B,17,Low,1,49.55
TMS_TASK_012189,C,1,Low,1,19.93
SMMS_TASK_015815,C,16,Critical Peak,1,52.96
TDMS_TASK_021275,C,18,High,4,60.95
TMS_TASK_012394,B,12,Critical Peak,1,62.11
TMS_TASK_019708,C,4,Critical Peak,3,40.75
SMMS_TASK_008178,B,17,Low,3,65.03
SMMS_TASK_008193,B,8,High,2,57.01
TMS_TASK_000140,C,42,Medium,5,70.54
TMS_TASK_018163,C,25,Medium,1,50.25
TDMS_TASK_003016,A,28,High,1,94.54
TMS_TASK_027015,C,40,Medium,0,45.02
SMMS_TASK_014096,C,25,Critical Peak,1,56.38
SMMS_TASK_024291,B,25,Critical Peak,2,79.54
TMS_TASK_027657,C,33,Low,4,63.14
TDMS_TASK_001980,B,20,Critical Peak,5,85.49
TDMS_TASK_019245,B,40,Medium,3,78.05
SMMS_TASK_014732,C,16,Low,5,53.56
SMMS_TASK_017040,A,44,Critical Peak,3,100.0
TMS_TASK_001807,B,9,Medium,4,61.21
SMMS_TASK_002456,C,7,High,0,32.04
TDMS_TASK_023206,B,35,Medium,1,71.07
TMS_TASK_029356,A,17,High,4,88.63
TDMS_TASK_019528,B,44,High,5,88.87
SMMS_TASK_005856,B,17,Medium,1,56.81
TDMS_TASK_001735,B,23,Critical Peak,0,64.59
TMS_TASK_005455,B,36,High,1,76.38
TDMS_TASK_004049,A,36,Medium,1,85.65
TDMS_TASK_005102,B,21,Medium,2,58.92
SMMS_TASK_007253,A,19,High,5,95.84
TDMS_TASK_022425,B,9,High,2,57.81
SMMS_TASK_010862,B,32,Medium,1,64.65
SMMS_TASK_022475,A,13,High,2,75.06
TMS_TASK_026540,C,13,Critical Peak,4,52.49
SMMS_TASK_017717,A,25,High,5,100.0
TMS_TASK_001364,A,21,Medium,1,79.11
TDMS_TASK_002845,B,0,Critical Peak,5,60.66
TDMS_TASK_019058,B,34,High,0,71.99
TDMS_TASK_013635,C,15,Medium,5,56.11
TMS_TASK_026511,C,13,Low,0,32.43
TDMS_TASK_001682,C,37,Critical Peak,0,57.62
TMS_TASK_007893,A,25,Critical Peak,4,100.0
TDMS_TASK_017603,C,32,High,5,77.83
TMS_TASK_003041,B,38,High,3,81.03
TMS_TASK_024801,B,23,High,0,58.15
SMMS_TASK_020259,B,27,Critical Peak,4,87.35
TMS_TASK_019665,B,28,Low,4,82.64
TDMS_TASK_022596,B,4,Medium,4,48.09
TDMS_TASK_016199,B,22,Critical Peak,0,66.47
TDMS_TASK_005659,B,10,Critical Peak,4,69.48
TMS_TASK_017781,A,1,Medium,2,61.31
SMMS_TASK_000426,A,10,Critical Peak,4,87.54
SMMS_TASK_018271,C,36,Critical Peak,5,84.89
SMMS_TASK_018263,B,41,Critical Peak,2,79.18
TMS_TASK_028956,B,3,Medium,5,54.18
SMMS_TASK_020548,B,27,Medium,1,60.89
TMS_TASK_005241,B,30,High,5,93.21
SMMS_TASK_021806,C,10,High,1,36.18
SMMS_TASK_012552,B,1,High,4,52.1
TMS_TASK_018657,A,26,Medium,3,96.09
SMMS_TASK_024330,B,14,High,5,76.52
TDMS_TASK_019704,C,5,Critical Peak,0,33.5
TDMS_TASK_018559,B,17,Critical Peak,5,80.85
TDMS_TASK_015921,C,21,Low,1,42.94
TDMS_TASK_018321,A,28,High,3,100.0
SMMS_TASK_016328,A,24,Medium,4,100.0
TMS_TASK_028653,C,10,Medium,2,33.7
SMMS_TASK_017714,A,12,Critical Peak,2,83.09
TMS_TASK_004198,C,37,Critical Peak,3,67.99
SMMS_TASK_012913,B,37,High,0,64.99
TMS_TASK_021076,B,26,Medium,4,75.37
TMS_TASK_025977,B,30,Low,3,80.27
TMS_TASK_009935,B,27,Low,0,58.01
TDMS_TASK_024125,C,6,Critical Peak,5,48.73
TDMS_TASK_004077,B,5,Medium,1,40.8
TMS_TASK_013450,A,12,Critical Peak,4,92.51
TDMS_TASK_017460,B,39,Critical Peak,0,74.6
SMMS_TASK_015339,B,44,Medium,5,86.69
TMS_TASK_013625,B,32,Low,4,80.36
SMMS_TASK_012209,B,32,High,1,74.9
SMMS_TASK_002878,A,2,Low,3,66.34
TMS_TASK_003422,B,30,Critical Peak,5,96.38
SMMS_TASK_016814,B,21,Critical Peak,2,72.41
TMS_TASK_011895,B,2,Critical Peak,0,42.18
TDMS_TASK_017048,B,21,Critical Peak,0,65.39
SMMS_TASK_010152,C,15,Medium,2,44.71
SMMS_TASK_023399,A,35,Critical Peak,3,100.0
SMMS_TASK_000974,B,13,Medium,4,61.06
SMMS_TASK_012336,C,27,Medium,4,63.96
TMS_TASK_023795,A,39,High,4,100.0
TMS_TASK_017833,B,20,Low,1,51.62
SMMS_TASK_019418,B,15,High,3,68.87
TMS_TASK_026943,A,26,Medium,3,91.21
TMS_TASK_028227,A,3,Low,5,75.3
TDMS_TASK_001767,A,8,Medium,2,66.38
SMMS_TASK_013547,B,4,Medium,5,61.11
TDMS_TASK_011173,C,26,High,2,61.82
TDMS_TASK_022680,B,22,Medium,2,56.81
TMS_TASK_016764,C,21,Medium,5,60.18
TDMS_TASK_018282,B,36,Critical Peak,5,94.97
TMS_TASK_006024,A,13,Medium,2,71.43
TDMS_TASK_020430,B,33,Low,4,77.0
TDMS_TASK_012231,C,8,High,4,50.56
TMS_TASK_028722,B,1,Critical Peak,3,54.25
SMMS_TASK_004704,B,37,Medium,4,81.82
TMS_TASK_017998,B,0,Medium,1,35.17
TDMS_TASK_011807,B,0,Low,2,38.69
TDMS_TASK_010943,C,29,Low,0,48.71
TDMS_TASK_007595,C,22,Low,4,57.97
TDMS_TASK_008515,C,15,High,0,31.07
TDMS_TASK_002627,C,3,High,0,22.29
TMS_TASK_023976,B,14,High,2,59.48
TMS_TASK_020421,A,28,Low,3,91.22
TDMS_TASK_002007,B,23,Low,0,54.86
TMS_TASK_005743,B,36,Low,0,61.2
TDMS_TASK_007903,C,0,High,4,40.88
TDMS_TASK_006969,A,25,Medium,0,80.46
TMS_TASK_005685,C,15,Low,3,46.3
TDMS_TASK_013090,A,17,High,3,84.86
SMMS_TASK_009014,C,35,Medium,5,71.19
SMMS_TASK_017668,B,38,Medium,4,85.4
SMMS_TASK_007617,B,36,Low,3,73.59
SMMS_TASK_010275,B,39,High,5,93.88
TMS_TASK_021892,C,23,High,5,65.51
SMMS_TASK_017685,C,16,High,1,40.86
TMS_TASK_017148,A,19,Medium,0,71.18
SMMS_TASK_009801,A,43,Low,3,98.46
TDMS_TASK_018956,B,24,Low,1,61.49
TDMS_TASK_007128,B,2,Critical Peak,3,53.28
TMS_TASK_014529,B,27,High,5,84.76
TMS_TASK_025358,C,22,Critical Peak,0,50.58
TMS_TASK_019971,A,8,High,5,89.99
TMS_TASK_005587,B,24,High,3,75.11
TDMS_TASK_004943,B,37,Critical Peak,1,78.46
TMS_TASK_013566,B,4,Low,5,56.97
TDMS_TASK_013945,B,22,High,1,61.54
TDMS_TASK_013186,A,17,Critical Peak,3,92.56
TMS_TASK_020293,C,26,High,5,72.3
TMS_TASK_025933,B,27,High,4,80.88
TDMS_TASK_013322,B,6,Critical Peak,1,48.09
SMMS_TASK_005714,B,15,Medium,3,59.24
SMMS_TASK_001331,B,38,Medium,0,61.56
TDMS_TASK_010503,A,35,Medium,1,83.11
TDMS_TASK_017674,B,15,Medium,4,59.5
TDMS_TASK_004023,B,7,High,0,46.48
TMS_TASK_013281,A,30,High,2,91.09
TMS_TASK_007222,B,16,Critical Peak,3,72.8
TMS_TASK_001983,A,33,Critical Peak,2,99.11
SMMS_TASK_000923,C,28,High,2,59.81
TMS_TASK_012131,B,34,Low,0,59.18
TDMS_TASK_024087,B,13,Medium,1,48.79
SMMS_TASK_003764,A,3,High,1,64.17
TMS_TASK_023645,B,10,High,3,62.66
TDMS_TASK_005584,C,11,Low,5,47.97
TDMS_TASK_012950,C,24,High,3,60.85
TDMS_TASK_021345,B,38,High,2,76.75
TDMS_TASK_015916,C,11,Critical Peak,5,63.14
TMS_TASK_013371,B,29,Low,0,63.73
TDMS_TASK_009615,C,14,High,1,40.65
TMS_TASK_008765,A,38,High,4,100.0
TMS_TASK_028547,B,25,Low,0,55.18
TDMS_TASK_008428,C,25,Medium,0,37.06
SMMS_TASK_023921,B,36,Critical Peak,4,93.39
SMMS_TASK_018318,C,16,High,5,59.33
SMMS_TASK_008854,B,13,Low,1,48.17
TMS_TASK_029002,A,23,Critical Peak,5,100.0
TMS_TASK_027088,A,25,Critical Peak,0,89.7
SMMS_TASK_002694,B,34,Low,0,63.84
SMMS_TASK_015096,B,27,Medium,4,76.97
TMS_TASK_013659,B,13,Low,1,50.21
SMMS_TASK_011309,B,10,High,5,70.22
TMS_TASK_016773,B,17,Medium,3,64.87
TMS_TASK_003714,C,1,Low,2,23.83
TDMS_TASK_022563,B,30,High,0,69.54
SMMS_TASK_002449,A,23,Critical Peak,3,100.0
TMS_TASK_005767,A,28,High,1,89.97
TDMS_TASK_015006,B,26,Medium,1,60.77
TMS_TASK_020930,C,28,Critical Peak,2,59.58
TMS_TASK_023330,B,9,Critical Peak,5,69.7
SMMS_TASK_017503,B,43,Critical Peak,5,94.51
TMS_TASK_009605,C,0,Medium,4,40.41
TMS_TASK_021668,B,2,Low,4,48.93
TMS_TASK_010015,A,2,Critical Peak,1,63.68
SMMS_TASK_013164,A,2,High,0,58.89
TDMS_TASK_016651,B,3,Critical Peak,1,47.48
TDMS_TASK_003039,B,41,Medium,0,62.71
TMS_TASK_014103,C,18,High,4,57.63
SMMS_TASK_007614,A,11,Medium,5,78.74
SMMS_TASK_011475,B,5,Medium,1,41.47
TDMS_TASK_012128,A,11,Medium,4,78.85
TMS_TASK_006057,B,1,Medium,0,32.26
TMS_TASK_016567,B,28,Medium,0,60.48
TDMS_TASK_018312,B,32,Low,2,75.77
TMS_TASK_000229,A,29,Critical Peak,4,100.0
TMS_TASK_008722,A,33,Low,3,100.0
SMMS_TASK_016286,B,27,Medium,3,75.34
TMS_TASK_015401,C,1,Low,4,29.95
TMS_TASK_026555,B,27,Critical Peak,1,76.51
SMMS_TASK_008005,A,29,Low,2,90.18
TDMS_TASK_011278,A,9,High,1,69.97
SMMS_TASK_015375,A,26,High,4,100.0
TDMS_TASK_015236,C,6,Medium,1,25.16
TMS_TASK_027782,B,7,High,3,52.69
TDMS_TASK_003494,C,15,Low,4,49.51
TMS_TASK_002662,A,25,High,4,100.0
TMS_TASK_026320,B,42,Medium,2,76.22
TMS_TASK_001151,A,5,Low,5,72.62
SMMS_TASK_020990,B,22,Low,4,70.47
TDMS_TASK_004264,B,42,Low,3,75.96
TDMS_TASK_008011,B,34,Medium,0,61.85
SMMS_TASK_008839,C,15,High,5,64.25
TMS_TASK_009831,A,15,High,5,96.75
SMMS_TASK_015901,A,5,High,4,81.37
TDMS_TASK_002754,B,12,Medium,2,48.74
TMS_TASK_018506,C,10,Critical Peak,1,37.43
SMMS_TASK_003587,B,26,High,3,78.47
TMS_TASK_017720,B,23,High,3,74.18
TDMS_TASK_020928,B,30,Critical Peak,4,93.38
TDMS_TASK_022294,C,15,Critical Peak,3,56.91
TDMS_TASK_007648,C,44,Critical Peak,3,73.47
TMS_TASK_004769,C,42,High,2,62.38
TMS_TASK_023188,B,37,Medium,5,82.13
SMMS_TASK_017298,C,1,Low,4,33.43
TMS_TASK_018193,A,10,Critical Peak,5,96.17
TMS_TASK_021864,C,5,Low,2,32.4
SMMS_TASK_015621,B,43,Medium,1,69.54
TMS_TASK_012167,C,13,Low,0,30.96
SMMS_TASK_002027,C,21,Critical Peak,4,62.81
TMS_TASK_004554,B,43,Low,1,70.1
TMS_TASK_025731,B,12,Medium,2,52.7
TMS_TASK_028711,B,26,High,1,63.17
SMMS_TASK_011735,C,10,Medium,3,37.69
TMS_TASK_000500,C,3,High,3,38.13
SMMS_TASK_010013,B,0,Medium,4,42.98
TMS_TASK_002955,B,17,High,2,65.37
SMMS_TASK_005766,B,3,Low,2,40.19
SMMS_TASK_014478,B,20,Low,2,55.81
SMMS_TASK_007393,C,7,Critical Peak,0,32.65
SMMS_TASK_023133,B,27,Medium,3,77.03
TDMS_TASK_016252,A,12,Low,0,65.36
TDMS_TASK_020599,B,42,High,1,73.68
SMMS_TASK_002623,A,7,Medium,5,78.92
TMS_TASK_003976,B,42,High,2,79.6
TDMS_TASK_004761,B,21,High,0,58.4
SMMS_TASK_024042,A,22,High,0,83.0
TMS_TASK_005752,C,33,Low,2,58.43
TDMS_TASK_013507,B,13,Low,1,50.83
TMS_TASK_026338,B,27,High,2,71.91
SMMS_TASK_012720,B,26,Low,2,68.68
TMS_TASK_025938,B,21,Medium,1,56.98
TDMS_TASK_000429,B,29,Medium,2,69.87
TMS_TASK_017486,A,12,Critical Peak,0,69.5
SMMS_TASK_004192,B,18,Medium,0,51.27
TMS_TASK_008705,C,17,Medium,2,40.7
SMMS_TASK_017812,C,39,Low,5,68.3
SMMS_TASK_019279,B,14,Medium,3,61.3
SMMS_TASK_022294,C,35,Critical Peak,3,73.72
SMMS_TASK_015726,A,20,Critical Peak,1,85.64
TMS_TASK_009749,C,21,Low,3,47.6
SMMS_TASK_017874,B,8,Critical Peak,2,61.18
SMMS_TASK_022829,C,5,Low,5,44.36
TDMS_TASK_001456,C,38,Critical Peak,5,83.9
TMS_TASK_023394,B,4,High,4,60.71
SMMS_TASK_006134,B,6,High,2,46.97
TDMS_TASK_020757,B,41,Low,2,71.67
TDMS_TASK_015096,B,43,High,0,65.5
TDMS_TASK_008558,A,6,Critical Peak,4,82.97
